donor_id,name,email,region_preference,sector_preference,behaviour_type,preferred_target,budget_cap
DNR0348,Kyle Ferguson,scottjoshua@example.com,Southern Africa,Entrepreneurship,passive,,
DNR0349,Brittany Cantu,richard95@example.net,West Africa,Infrastructure,selective,,
DNR0350,John Soto,robertsalazar@example.net,Southern Africa,Infrastructure,passive,,
DNR0351,Anthony Sweeney,hpreston@example.com,West Africa,Health,passive,,
DNR0352,Gary Duarte,james52@example.org,North Africa,Health,passive,,
DNR0353,Megan French,cmurphy@example.com,East Africa,Infrastructure,active,,
DNR0354,Brian Mccoy,amy13@example.com,North Africa,Entrepreneurship,active,,
DNR0355,Xavier Mckee,sotosusan@example.org,East Africa,Infrastructure,active,,
DNR0356,Mr. John Stuart MD,masonreginald@example.com,North Africa,Entrepreneurship,active,,
DNR0357,Courtney Deleon,xkrause@example.net,Southern Africa,Health,active,,
DNR0358,Jessica Petersen,vickienewman@example.com,East Africa,Infrastructure,active,,
DNR0359,Laura Mcclure,emendez@example.com,East Africa,Agriculture,passive,,
DNR0360,Larry Brock,ilowe@example.com,Southern Africa,Entrepreneurship,selective,,
DNR0361,Kirsten Flynn,cameronwest@example.org,Southern Africa,Health,passive,,
DNR0362,Joshua Lee,cassidycox@example.com,East Africa,Health,selective,,
DNR0363,Kenneth Fuller,agonzales@example.com,North Africa,Health,active,,
DNR0364,Phillip Hall,qsimpson@example.org,West Africa,Health,active,,
DNR0365,Andrew Rodriguez,timothy83@example.org,East Africa,Education,active,,
DNR0366,Jill Cline,zavalasarah@example.com,East Africa,Health,selective,,
DNR0367,Robert Benton,christine70@example.org,East Africa,Entrepreneurship,passive,,
DNR0368,Brittany Pena,vreyes@example.org,East Africa,Agriculture,active,,
DNR0369,Jessica Brooks,steven59@example.org,West Africa,Agriculture,selective,,
DNR0370,Ryan Craig,mary11@example.net,East Africa,Education,active,,
DNR0371,Kimberly Peterson,amynelson@example.org,East Africa,Health,active,,
DNR0372,Brian Barker,brandon02@example.net,West Africa,Education,passive,,
DNR0373,Joseph Graves,kristinabrooks@example.net,East Africa,Entrepreneurship,passive,,
DNR0374,Brandon Rodriguez,keithjones@example.org,East Africa,Agriculture,passive,,
DNR0375,Richard Marshall,thomassullivan@example.com,North Africa,Entrepreneurship,passive,,
DNR0376,Toni Williams,whiteheadaustin@example.net,West Africa,Infrastructure,active,,
DNR0377,Steve Roy,charlesstein@example.org,Southern Africa,Entrepreneurship,active,,
DNR0378,Juan Gonzales,tthomas@example.com,North Africa,Entrepreneurship,passive,,
DNR0379,Amy Shaw,perezryan@example.org,West Africa,Entrepreneurship,passive,,
DNR0380,Michael Donovan,uhawkins@example.com,West Africa,Health,selective,,
DNR0381,Sandra Martinez,janet11@example.com,North Africa,Infrastructure,active,,
DNR0382,Kaitlyn Ward,lisaware@example.org,North Africa,Infrastructure,passive,,
DNR0383,Kim White,russorichard@example.com,West Africa,Agriculture,active,,
DNR0384,Steven Castaneda,megan13@example.net,West Africa,Education,passive,,
DNR0385,James Ellis,wjones@example.com,Southern Africa,Infrastructure,selective,,
DNR0386,Dennis Smith,jakehoward@example.net,Southern Africa,Infrastructure,active,,
DNR0387,Joseph Luna,tina68@example.net,North Africa,Health,active,,
DNR0388,Erika Watkins,brookslinda@example.net,West Africa,Entrepreneurship,active,,
DNR0389,David Flynn,amychristian@example.net,East Africa,Infrastructure,active,,
DNR0390,Matthew Newman,gflynn@example.net,East Africa,Infrastructure,passive,,
DNR0391,Michael Tucker,erinschmidt@example.org,North Africa,Infrastructure,active,,
DNR0392,Sandy Winters,mendezchristina@example.org,West Africa,Agriculture,active,,
DNR0393,Jeremiah Woods,aprilshannon@example.org,Southern Africa,Agriculture,selective,,
DNR0394,Scott Savage,wmaxwell@example.org,North Africa,Health,passive,,
DNR0395,Sean Moore,karaarmstrong@example.com,West Africa,Health,active,,
DNR0396,Jacob Ruiz,shane62@example.net,Southern Africa,Education,active,,
DNR0397,Cameron Smith,pking@example.net,Southern Africa,Health,active,,
DNR0398,Emily Morales,frank39@example.net,North Africa,Health,selective,,
DNR0399,Dr. Gary Reed,vibarra@example.net,Southern Africa,Agriculture,passive,,
DNR0400,Sean Hanson,ghawkins@example.com,East Africa,Education,active,,
DNR0401,Matthew Hughes,jessicaanderson@example.net,East Africa,Health,passive,,
DNR0402,Stephanie Leon,kyle77@example.com,Southern Africa,Health,active,,
DNR0403,John Potts,whiteanne@example.com,East Africa,Infrastructure,selective,,
DNR0404,Karina Smith,nicholashughes@example.org,West Africa,Entrepreneurship,selective,,
DNR0405,Amy Howard,jenningsronnie@example.com,Southern Africa,Health,passive,,
DNR0406,Kristina Johnson,jessicafisher@example.net,Southern Africa,Agriculture,passive,,
DNR0407,Jeffery Hamilton,rparker@example.com,East Africa,Education,active,,
DNR0408,Andrew Moore,elizabeth28@example.org,North Africa,Health,passive,,
DNR0409,Jacob Eaton,robert82@example.com,West Africa,Health,active,,
DNR0410,Nicholas Griffith,gregory23@example.com,East Africa,Infrastructure,active,,
DNR0411,Melissa Richardson,tanyajames@example.net,Southern Africa,Education,passive,,
DNR0412,Willie Morgan,lopezrobert@example.org,Southern Africa,Entrepreneurship,active,,
DNR0413,Jason Stevenson,wmiranda@example.org,West Africa,Education,passive,,
DNR0414,Jesse Farmer,hendersonmichael@example.com,West Africa,Health,passive,,
DNR0415,Jennifer Brown,ncummings@example.com,North Africa,Infrastructure,active,,
DNR0416,Michael Hanna,henry66@example.com,North Africa,Agriculture,passive,,
DNR0417,Yolanda Mcdowell,juliehays@example.org,West Africa,Agriculture,active,,
DNR0418,Jennifer Harris,ldavis@example.com,Southern Africa,Entrepreneurship,active,,
DNR0419,Steven Smith,sdudley@example.net,Southern Africa,Health,passive,,
DNR0420,Jasmine Palmer,elizabethhenderson@example.org,West Africa,Health,passive,,
DNR0421,Christopher Nixon,ronald08@example.net,East Africa,Education,active,,
DNR0422,Robin Jones,hunterjohn@example.net,Southern Africa,Agriculture,passive,,
DNR0423,Paige Hayes,riveraerin@example.com,North Africa,Infrastructure,passive,,
DNR0424,Christian Nguyen,cooperrichard@example.net,North Africa,Entrepreneurship,active,,
DNR0425,Vanessa Miller,charlescurry@example.org,Southern Africa,Health,passive,,
DNR0426,Christopher Thomas,raydavid@example.net,West Africa,Infrastructure,passive,,
DNR0427,Jasmine Collins,donald36@example.com,West Africa,Agriculture,active,,
DNR0428,Mike Mcgrath,megan20@example.org,North Africa,Infrastructure,passive,,
DNR0429,Russell Ellison,gilbertbill@example.net,North Africa,Health,selective,,
DNR0430,Brian Lawrence,john57@example.com,East Africa,Entrepreneurship,active,,
DNR0431,David Henry,sarah17@example.com,Southern Africa,Health,active,,
DNR0432,Laura Cruz,jacqueline40@example.net,West Africa,Education,active,,
DNR0433,Brett Fields,kingthomas@example.org,North Africa,Entrepreneurship,passive,,
DNR0434,Tracey Rodriguez,aanderson@example.com,Southern Africa,Agriculture,passive,,
DNR0435,Luis Kaufman,dannybutler@example.com,East Africa,Health,active,,
DNR0436,Jamie Chambers,denise31@example.com,West Africa,Entrepreneurship,active,,
DNR0437,Christopher Haney,raymond07@example.net,Southern Africa,Agriculture,active,,
DNR0438,Meghan Jackson,brandyjohnson@example.org,East Africa,Education,passive,,
DNR0439,Tyler Sherman,patrick96@example.com,Southern Africa,Education,passive,,
DNR0440,Matthew Orr,ijohnson@example.com,East Africa,Health,passive,,
DNR0441,Christian Martinez,cchavez@example.com,North Africa,Infrastructure,active,,
DNR0442,Andrea Edwards,john51@example.com,North Africa,Entrepreneurship,active,,
DNR0443,Miss Stephanie Cummings,stephanie34@example.com,Southern Africa,Agriculture,passive,,
DNR0444,Thomas Williams,josealvarez@example.com,West Africa,Infrastructure,active,,
DNR0445,Jamie Huang,diane50@example.net,Southern Africa,Agriculture,active,,
DNR0446,David Alvarez,ymorgan@example.com,Southern Africa,Entrepreneurship,passive,,
DNR0447,Robert Young,christinaruiz@example.com,North Africa,Infrastructure,passive,,
DNR0448,Patrick Jones,pachecoerika@example.org,Southern Africa,Agriculture,passive,,
DNR0449,Sierra Ball,nelsonsheila@example.com,West Africa,Entrepreneurship,active,,
DNR0450,Bradley Adams,vlopez@example.com,North Africa,Infrastructure,active,,
DNR0451,Charles Nichols,theresa00@example.net,West Africa,Infrastructure,selective,,
DNR0452,Diane Cooper,johngreen@example.org,East Africa,Agriculture,active,,
DNR0453,Riley Kelley,hodgesbrian@example.org,East Africa,Health,active,,
DNR0454,Tracy Hill,njordan@example.org,Southern Africa,Health,active,,
DNR0455,Susan Santiago,paige30@example.net,East Africa,Health,passive,,
DNR0456,Erika Davis,murphytrevor@example.net,North Africa,Infrastructure,active,,
DNR0457,Cynthia Sexton,danieljohnson@example.com,East Africa,Agriculture,passive,,
DNR0458,Nicholas Hall,kelleycharles@example.org,Southern Africa,Infrastructure,active,,
DNR0459,Evelyn Johnson,eric72@example.net,Southern Africa,Entrepreneurship,passive,,
DNR0460,James Thompson,edgar94@example.org,Southern Africa,Health,passive,,
DNR0461,John May,knappsarah@example.com,North Africa,Agriculture,passive,,
DNR0462,Peter Delacruz,chelsey72@example.net,East Africa,Agriculture,passive,,
DNR0463,Anthony Peters,ian90@example.net,East Africa,Agriculture,passive,,
DNR0464,Melissa King,christinejones@example.net,North Africa,Education,active,,
DNR0465,Lorraine Diaz,hatfielddavid@example.org,West Africa,Agriculture,active,,
DNR0466,Cole Lynch,justinlopez@example.net,Southern Africa,Education,active,,
DNR0467,Daniel Rivera DDS,raymond30@example.net,West Africa,Infrastructure,active,,
DNR0468,Denise Ayers,cynthia99@example.com,West Africa,Agriculture,passive,,
DNR0469,Victoria Roberts,christopher25@example.org,East Africa,Agriculture,selective,,
DNR0470,Ashley Mccormick,bradleyscott@example.net,North Africa,Education,passive,,
DNR0471,Kristopher Bryant,sharon61@example.net,East Africa,Education,passive,,
DNR0472,Jacqueline Sandoval,chrisford@example.net,West Africa,Entrepreneurship,active,,
DNR0473,Brent Miller,matthewrandall@example.org,West Africa,Agriculture,selective,,
DNR0474,Amanda Perez,carrollsheryl@example.net,East Africa,Entrepreneurship,passive,,
DNR0475,Bradley Huang,rwilliams@example.net,East Africa,Education,selective,,
DNR0476,Tracy Bradley,anthonylewis@example.com,East Africa,Infrastructure,passive,,
DNR0477,Jennifer Lee,bentonsharon@example.net,Southern Africa,Education,selective,,
DNR0478,Mark Matthews,pbeck@example.com,Southern Africa,Infrastructure,passive,,
DNR0479,Loretta Johnson,madison24@example.net,East Africa,Agriculture,selective,,
DNR0480,Jeremy Schwartz,maureenward@example.org,North Africa,Education,passive,,
DNR0481,Peter Trujillo,joshua20@example.org,North Africa,Infrastructure,active,,
DNR0482,Andrew Woods,cynthia18@example.org,North Africa,Entrepreneurship,active,,
DNR0483,Bonnie Jones,zclark@example.org,East Africa,Education,selective,,
DNR0484,Ann Smith,haleymeyer@example.org,East Africa,Agriculture,passive,,
DNR0485,Andrew Morgan,deleoncarrie@example.com,North Africa,Agriculture,active,,
DNR0486,Jeffrey Miller,steelebrian@example.com,West Africa,Entrepreneurship,selective,,
DNR0487,Julie Sloan,julian27@example.org,Southern Africa,Health,active,,
DNR0488,Connor Torres,julieblack@example.net,Southern Africa,Infrastructure,selective,,
DNR0489,Cindy Watson,amy78@example.net,East Africa,Infrastructure,passive,,
DNR0490,David Fuller Jr.,adammeyer@example.net,East Africa,Infrastructure,selective,,
DNR0491,Steven Long,zwright@example.com,West Africa,Infrastructure,passive,,
DNR0492,Kyle Ford,matthewguerrero@example.com,Southern Africa,Education,passive,,
DNR0493,Gregory Schultz,earl15@example.com,West Africa,Agriculture,passive,,
DNR0494,Nicole Garcia,ismith@example.org,Southern Africa,Health,selective,,
DNR0495,Heather Smith,cpatton@example.com,Southern Africa,Education,passive,,
DNR0496,Christine Thomas,kiddrobert@example.net,Southern Africa,Infrastructure,active,,
DNR0497,Tina Alexander,lhenry@example.net,East Africa,Infrastructure,active,,
DNR0498,Kimberly Obrien,francessmith@example.com,West Africa,Health,passive,,
DNR0499,Rebecca Goodwin,brendadavis@example.net,East Africa,Education,active,,
DNR0500,Kevin Quinn,yrogers@example.net,North Africa,Health,active,,
DNR0501,Whitney Mills,atkinsfrank@example.com,East Africa,Agriculture,passive,,
DNR0502,Judith Santos,diazbryce@example.org,East Africa,Infrastructure,active,,
DNR0503,Mark Ryan,shannon18@example.com,North Africa,Health,passive,,
DNR0504,Jennifer Foster,angela44@example.org,North Africa,Entrepreneurship,active,,
DNR0505,Brenda Allen,hharvey@example.org,East Africa,Education,passive,,
DNR0506,Miranda Collins,nsolis@example.net,West Africa,Entrepreneurship,passive,,
DNR0507,Claire Cook,adamsrachel@example.org,North Africa,Education,active,,
DNR0508,William Norris,kalexander@example.com,West Africa,Entrepreneurship,selective,,
DNR0509,Nicole Garrett,sarah40@example.net,West Africa,Entrepreneurship,active,,
DNR0510,Kyle Mullins,jordan45@example.net,West Africa,Infrastructure,selective,,
DNR0511,Randy Frost,phillipchapman@example.org,West Africa,Infrastructure,selective,,
DNR0512,Michele Page,gabriela23@example.org,Southern Africa,Health,passive,,
DNR0513,Stephen Hampton,dianeoliver@example.com,West Africa,Agriculture,passive,,
DNR0514,Cheryl King,erin12@example.org,West Africa,Entrepreneurship,active,,
DNR0515,Anthony Austin,cbrown@example.net,Southern Africa,Education,passive,,
DNR0516,Heather Cook,browncindy@example.com,Southern Africa,Education,selective,,
DNR0517,Brandi Wilson,vbennett@example.net,North Africa,Infrastructure,active,,
DNR0518,Courtney Adkins,derek79@example.net,East Africa,Health,active,,
DNR0519,Jonathan Anderson,thompsonmichele@example.org,North Africa,Health,passive,,
DNR0520,Robert Anderson,rachel65@example.org,West Africa,Education,selective,,
DNR0521,Tracy Coleman,wbrown@example.org,Southern Africa,Agriculture,active,,
DNR0522,Ann Brown,fwalton@example.net,North Africa,Agriculture,passive,,
DNR0523,Claire Thomas,benjaminhurley@example.com,East Africa,Agriculture,passive,,
DNR0524,Elizabeth Pham,vickienichols@example.org,West Africa,Agriculture,passive,,
DNR0525,Donna Peterson,shelby12@example.net,Southern Africa,Infrastructure,selective,,
DNR0526,Megan Clark,michelethompson@example.net,North Africa,Infrastructure,passive,,
DNR0527,Diana Ramirez,ckelly@example.net,East Africa,Infrastructure,active,,
DNR0528,Daniel Pierce,bryantmatthew@example.net,Southern Africa,Entrepreneurship,passive,,
DNR0529,Patrick Rice,tracy99@example.org,West Africa,Infrastructure,passive,,
DNR0530,Joann Hernandez,rachel55@example.org,East Africa,Entrepreneurship,passive,,
DNR0531,Peggy Brown,anthonydickerson@example.org,West Africa,Health,passive,,
DNR0532,Mark Guzman,nealpeter@example.com,Southern Africa,Agriculture,active,,
DNR0533,Bonnie Martinez,jessica47@example.com,North Africa,Education,active,,
DNR0534,Mrs. Sandra Miller MD,bryansilva@example.org,Southern Africa,Infrastructure,passive,,
DNR0535,Mr. Dan Webster,michaelkim@example.org,Southern Africa,Entrepreneurship,selective,,
DNR0536,Donna Barnett,apeterson@example.com,Southern Africa,Health,passive,,
DNR0537,Gregory Hamilton,tara91@example.org,North Africa,Agriculture,active,,
DNR0538,Tara Blair,swansondaniel@example.com,East Africa,Health,passive,,
DNR0539,Gabriel Ferguson,allisonwanda@example.com,North Africa,Health,passive,,
DNR0540,James Green Jr.,jonesbrandon@example.com,East Africa,Agriculture,passive,,
DNR0541,Anthony Peterson,mackenziesmith@example.com,West Africa,Entrepreneurship,passive,,
DNR0542,Danielle Kelly,haley18@example.net,North Africa,Agriculture,passive,,
DNR0543,Amy Davis,aaroncharles@example.com,West Africa,Entrepreneurship,passive,,
DNR0544,Robert Burton,rodriguezjill@example.net,Southern Africa,Infrastructure,passive,,
DNR0545,Charles Davila,timothybaird@example.com,Southern Africa,Education,selective,,
DNR0546,Meghan Stewart,marthawallace@example.org,West Africa,Education,active,,
DNR0547,David Santiago,reesemaria@example.com,North Africa,Entrepreneurship,passive,,
DNR0548,Katherine Wilson,wongjanet@example.net,Southern Africa,Infrastructure,passive,,
DNR0549,Kelsey Brown,james06@example.org,Southern Africa,Infrastructure,passive,,
DNR0550,Juan Reynolds,pjones@example.net,East Africa,Health,active,,
DNR0551,Erica Glover,hstrong@example.com,North Africa,Health,selective,,
DNR0552,Jessica Griffith,johnthomas@example.org,Southern Africa,Agriculture,active,,
DNR0553,Cathy Dorsey,sonyabaker@example.com,Southern Africa,Agriculture,selective,,
DNR0554,Kimberly Lester,ascott@example.net,East Africa,Agriculture,active,,
DNR0555,Christopher Flores,chapmanjeffrey@example.com,West Africa,Education,active,,
DNR0556,Madison Pope,cassie43@example.com,East Africa,Infrastructure,passive,,
DNR0557,Douglas Brown,andrew21@example.com,Southern Africa,Infrastructure,selective,,
